source,brand_query,source_url,product_url,product_id,asin,sku,product_name,brand,category_raw,subcategory_raw,product_type_raw,tags_raw,price_raw,mrp_raw,discount_raw,pack_size_raw,rating_raw,review_count_raw,availability_raw,seller_raw,description_raw,scraped_at,raw_source_reference,rejection_reason,raw_page_reference,review_source
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B07FPBNK2V,B07FPBNK2V,B07FPBNK2V,,Godrej aer,Godrej aer,,,,[],499,221.78,,,4.1,4,In Stock,,,2026-09-23T18:57:10.533888+00:00,search_q2_p1_20260923T184844Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B07FPKP85K,B07FPKP85K,B07FPKP85K,,Godrej aer,Godrej aer,,,,[],236,112.38,,,4.2,4,In Stock,,,2026-09-23T18:57:10.533888+00:00,search_q2_p1_20260923T184844Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B0FKGHBLB6,B0FKGHBLB6,B0FKGHBLB6,,Godrej aer,Godrej aer,,,,[],529,251.90,,,4.2,4,In Stock,,,2026-09-23T18:57:10.533888+00:00,search_q2_p1_20260923T184844Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B07XRPH6RW,B07XRPH6RW,B07XRPH6RW,,Godrej aer,Godrej aer,,,,[],239,106.22,,,4.3,4,In Stock,,,2026-09-23T18:57:10.533888+00:00,search_q2_p1_20260923T184844Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B0GFW6KBZP,B0GFW6KBZP,B0GFW6KBZP,,Godrej aer,Godrej aer,,,,[],300,500,,,4.2,4,In Stock,,,2026-09-23T18:57:10.533888+00:00,search_q2_p1_20260923T184844Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B07YFBYRTG,B07YFBYRTG,B07YFBYRTG,,Godrej aer,Godrej aer,,,,[],851,851,,,4.0,4,In Stock,,,2026-09-23T18:57:10.533888+00:00,search_q2_p1_20260923T184844Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B01IEIBUIU,B01IEIBUIU,B01IEIBUIU,,Godrej aer,Godrej aer,,,,[],162,54,,,4.2,4,In Stock,,,2026-09-23T18:57:10.533888+00:00,search_q2_p1_20260923T184844Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B089FJZYP4,B089FJZYP4,B089FJZYP4,,Godrej aer,Godrej aer,,,,[],475,534,,,4.3,4,In Stock,,,2026-09-23T18:57:10.533888+00:00,search_q2_p1_20260923T184844Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B08FM4KTYB,B08FM4KTYB,B08FM4KTYB,,Godrej aer,Godrej aer,,,,[],138,138,,,4.0,4,In Stock,,,2026-09-23T18:57:10.533888+00:00,search_q2_p1_20260923T184844Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B0CL3PCDKP,B0CL3PCDKP,B0CL3PCDKP,,Godrej aer,Godrej aer,,,,[],478,106.22,,,4.4,4,In Stock,,,2026-09-23T18:57:10.533888+00:00,search_q2_p1_20260923T184844Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B095W8372V,B095W8372V,B095W8372V,,Godrej aer,Godrej aer,,,,[],661,,,,,,In Stock,,,2026-09-23T18:57:10.533888+00:00,search_q2_p1_20260923T184844Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B089FKGJG7,B089FKGJG7,B089FKGJG7,,Godrej aer,Godrej aer,,,,[],472,564,,,4.4,4,In Stock,,,2026-09-23T18:57:10.533888+00:00,search_q2_p1_20260923T184844Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B0H1LQRF4Z,B0H1LQRF4Z,B0H1LQRF4Z,,Godrej aer,Godrej aer,,,,[],242,80.67,,,4.3,4,In Stock,,,2026-09-23T18:57:10.533888+00:00,search_q2_p1_20260923T184844Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B089FJKV4H,B089FJKV4H,B089FJKV4H,,Godrej aer,Godrej aer,,,,[],475,534,,,4.5,4,In Stock,,,2026-09-23T18:57:10.533888+00:00,search_q2_p1_20260923T184844Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B0F4KHQDY2,B0F4KHQDY2,B0F4KHQDY2,,Godrej aer,Godrej aer,,,,[],225,75,,,4.0,4,In Stock,,,2026-09-23T18:57:10.533888+00:00,search_q2_p1_20260923T184844Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B078CRB5WY,B078CRB5WY,B078CRB5WY,,Godrej aer,Godrej aer,,,,[],289,2890,,,4.2,4,In Stock,,,2026-09-23T18:57:10.533888+00:00,search_q2_p1_20260923T184844Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B0FKSQS7SQ,B0FKSQS7SQ,B0FKSQS7SQ,,Godrej aer,Godrej aer,,,,[],138,69,,,4.0,4,In Stock,,,2026-09-23T18:57:10.533888+00:00,search_q2_p1_20260923T184844Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B08RPYG963,B08RPYG963,B08RPYG963,,Godrej Aer Power Pocket Bathroom Fragrance - Fresh Blossom,Godrej aer,,,,[],57,57,,,4.1,4,In Stock,,,2026-09-23T18:57:10.533888+00:00,search_q2_p1_20260923T184844Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B07FSNSR65,B07FSNSR65,B07FSNSR65,,Godrej aer,Godrej aer,,,,[],500,222.22,,,4.1,4,In Stock,,,2026-09-23T18:57:10.533888+00:00,search_q2_p1_20260923T184844Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B01LWL8EF4,B01LWL8EF4,B01LWL8EF4,,Godrej aer,Godrej aer,,,,[],459,114.75,,,4.1,4,In Stock,,,2026-09-23T18:57:10.533888+00:00,search_q2_p1_20260923T184844Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B0FKSP62NM,B0FKSP62NM,B0FKSP62NM,,Godrej aer,Godrej aer,,,,[],139,69.50,,,3.8,3,In Stock,,,2026-09-23T18:57:10.533888+00:00,search_q2_p1_20260923T184844Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B0H1LZN38J,B0H1LZN38J,B0H1LZN38J,,Godrej aer,Godrej aer,,,,[],242,80.67,,,4.1,4,In Stock,,,2026-09-23T18:57:10.533888+00:00,search_q2_p1_20260923T184844Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B089FKWRD4,B089FKWRD4,B089FKWRD4,,Godrej aer,Godrej aer,,,,[],738,784,,,4.2,4,In Stock,,,2026-09-23T18:57:10.533888+00:00,search_q2_p1_20260923T184844Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B089FKZ2G5,B089FKZ2G5,B089FKZ2G5,,Godrej aer,Godrej aer,,,,[],735,748,,,3.8,3,In Stock,,,2026-09-23T18:57:10.533888+00:00,search_q2_p1_20260923T184844Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B0937M2DKR,B0937M2DKR,B0937M2DKR,,Godrej aer,Godrej aer,,,,[],738,798,,,4.1,4,In Stock,,,2026-09-23T18:57:10.533888+00:00,search_q2_p1_20260923T184844Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B00WWZPWUO,B00WWZPWUO,B00WWZPWUO,,Godrej aer,Godrej aer,,,,[],139,69.50,,,4.2,4,In Stock,,,2026-09-23T18:57:10.533888+00:00,search_q2_p1_20260923T184844Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B095W45ZH3,B095W45ZH3,B095W45ZH3,,Godrej aer,Godrej aer,,,,[],735,748,,,5.0,5,In Stock,,,2026-09-23T18:57:10.533888+00:00,search_q2_p1_20260923T184844Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B08FTB94GB,B08FTB94GB,B08FTB94GB,,Godrej aer,Godrej aer,,,,[],249,12450,,,4.7,4,In Stock,,,2026-09-23T18:57:10.991232+00:00,search_q2_p2_20260923T184850Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B08RPXM37H,B08RPXM37H,B08RPXM37H,,Godrej aer,Godrej aer,,,,[],54,540,,,4.0,4,In Stock,,,2026-09-23T18:57:10.991232+00:00,search_q2_p2_20260923T184850Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B07WVP8XVN,B07WVP8XVN,B07WVP8XVN,,Godrej aer,Godrej aer,,,,[],275,137.50,,,4.5,4,In Stock,,,2026-09-23T18:57:10.991232+00:00,search_q2_p2_20260923T184850Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B07PHTP7L3,B07PHTP7L3,B07PHTP7L3,,Godrej aer,Godrej aer,,,,[],248,51.67,,,4.2,4,In Stock,,,2026-09-23T18:57:10.991232+00:00,search_q2_p2_20260923T184850Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B08FSVWB7L,B08FSVWB7L,B08FSVWB7L,,Godrej aer,Godrej aer,,,,[],,,,,4.3,4,In Stock,,,2026-09-23T18:57:10.991232+00:00,search_q2_p2_20260923T184850Z.html,invalid_or_zero_price,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B079WWG72P,B079WWG72P,B079WWG72P,,Godrej aer,Godrej aer,,,,[],99,41.25,,,3.8,3,In Stock,,,2026-09-23T18:57:10.991232+00:00,search_q2_p2_20260923T184850Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B08FSRG54T,B08FSRG54T,B08FSRG54T,,Godrej aer,Godrej aer,,,,[],399,55.42,,,2.5,2,In Stock,,,2026-09-23T18:57:10.991232+00:00,search_q2_p2_20260923T184850Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B08FSKBH3L,B08FSKBH3L,B08FSKBH3L,,Godrej aer,Godrej aer,,,,[],494,41.17,,,4.2,4,In Stock,,,2026-09-23T18:57:10.991232+00:00,search_q2_p2_20260923T184850Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B08FSDMPZC,B08FSDMPZC,B08FSDMPZC,,Godrej aer,Godrej aer,,,,[],419,139.67,,,3.8,3,In Stock,,,2026-09-23T18:57:10.991232+00:00,search_q2_p2_20260923T184850Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B08FSX7GFT,B08FSX7GFT,B08FSX7GFT,,Godrej aer,Godrej aer,,,,[],249,338,,,4.0,4,In Stock,,,2026-09-23T18:57:10.991232+00:00,search_q2_p2_20260923T184850Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B07WR3CTBV,B07WR3CTBV,B07WR3CTBV,,Godrej aer,Godrej aer,,,,[],,,,,3.0,3,In Stock,,,2026-09-23T18:57:10.991232+00:00,search_q2_p2_20260923T184850Z.html,invalid_or_zero_price,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B07HBBHT1X,B07HBBHT1X,B07HBBHT1X,,Godrej aer,Godrej aer,,,,[],249,83,,,4.3,4,In Stock,,,2026-09-23T18:57:10.991232+00:00,search_q2_p2_20260923T184850Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B079VH9NH4,B079VH9NH4,B079VH9NH4,,Godrej aer,Godrej aer,,,,[],198,99,,,3.9,3,In Stock,,,2026-09-23T18:57:10.991232+00:00,search_q2_p2_20260923T184850Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B08KW8VJ6S,B08KW8VJ6S,B08KW8VJ6S,,Godrej aer,Godrej aer,,,,[],389,54.03,,,3.9,3,In Stock,,,2026-09-23T18:57:10.991232+00:00,search_q2_p2_20260923T184850Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B07C9WVYYF,B07C9WVYYF,B07C9WVYYF,,"Godrej aer spray, Air Freshener for Home & Office - Morning Misty Meadows | Long-Lasting Fragrance (240 ml)",Godrej aer,,,,[],167,167,,,4.0,4,In Stock,,,2026-09-23T18:57:10.991232+00:00,search_q2_p2_20260923T184850Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B08FSW2R1N,B08FSW2R1N,B08FSW2R1N,,Godrej aer,Godrej aer,,,,[],,,,,,,In Stock,,,2026-09-23T18:57:10.991232+00:00,search_q2_p2_20260923T184850Z.html,invalid_or_zero_price,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B08GQ6J9H4,B08GQ6J9H4,B08GQ6J9H4,,Godrej aer,Godrej aer,,,,[],459,114.75,,,5.0,5,In Stock,,,2026-09-23T18:57:10.991232+00:00,search_q2_p2_20260923T184850Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B07WWTM5J6,B07WWTM5J6,B07WWTM5J6,,Godrej aer,Godrej aer,,,,[],279,25.83,,,5.0,5,In Stock,,,2026-09-23T18:57:10.991232+00:00,search_q2_p2_20260923T184850Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B07WNN7CZR,B07WNN7CZR,B07WNN7CZR,,Godrej aer,Godrej aer,,,,[],507,169,,,,,In Stock,,,2026-09-23T18:57:10.991232+00:00,search_q2_p2_20260923T184850Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B01CJURT6Q,B01CJURT6Q,B01CJURT6Q,,Godrej aer,Godrej aer,,,,[],139,139,,,4.2,4,In Stock,,,2026-09-23T18:57:10.991232+00:00,search_q2_p2_20260923T184850Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B07CJM66YS,B07CJM66YS,B07CJM66YS,,Godrej aer,Godrej aer,,,,[],150,62.50,,,4.3,4,In Stock,,,2026-09-23T18:57:10.991232+00:00,search_q2_p2_20260923T184850Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B0BD7SJ9K6,B0BD7SJ9K6,B0BD7SJ9K6,,Godrej,Godrej aer,,,,[],130,650,,,5.0,5,In Stock,,,2026-09-23T18:57:10.991232+00:00,search_q2_p2_20260923T184850Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B07WRK5YY8,B07WRK5YY8,B07WRK5YY8,,Godrej aer,Godrej aer,,,,[],299,27.69,,,3.5,3,In Stock,,,2026-09-23T18:57:10.991232+00:00,search_q2_p2_20260923T184850Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B07DQMN3TQ,B07DQMN3TQ,B07DQMN3TQ,,Godrej aer Home Air Freshener Spray - 270 ml (Morning Misty Meadows) *3 PCS (3),Godrej aer,,,,[],443,147.67,,,4.5,4,In Stock,,,2026-09-23T18:57:10.991232+00:00,search_q2_p2_20260923T184850Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B09X3DN8X3,B09X3DN8X3,B09X3DN8X3,,"Godrej Aer Spray,Air Freshener For Home&Office-Cool Surf Blue|Long-Lasting Fragrance|Pack Of 3(240 Ml Each)",Godrej aer,,,,[],465,193.75,,,,,In Stock,,,2026-09-23T18:57:10.991232+00:00,search_q2_p2_20260923T184850Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B0F4KGP6GV,B0F4KGP6GV,B0F4KGP6GV,,Godrej aer,Godrej aer,,,,[],234,78,,,4.1,4,In Stock,,,2026-09-23T18:57:10.991232+00:00,search_q2_p2_20260923T184850Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B0FKMS7Q9R,B0FKMS7Q9R,B0FKMS7Q9R,,Godrej aer,Godrej aer,,,,[],179,89.50,,,4.2,4,In Stock,,,2026-09-23T18:57:10.991232+00:00,search_q2_p2_20260923T184850Z.html,duplicate_canonical_product,,
Amazon India,Godrej aer,https://amazon.in,https://www.amazon.in/dp/B0CXDQWYQP,B0CXDQWYQP,B0CXDQWYQP,,Godrej aer,Godrej aer,,,,[],247,1097.78,,,4.2,4,In Stock,,,2026-09-23T18:57:10.991232+00:00,search_q2_p2_20260923T184850Z.html,duplicate_canonical_product,,
Amazon India,Air Wick,https://amazon.in,https://www.amazon.in/dp/B077BR889R,B077BR889R,B077BR889R,,Airwick Scents of India Aerosol,Air Wick,,,,[],,,,,3.7,3,In Stock,,,2026-09-23T18:57:11.556549+00:00,search_q1_p1_20260923T184655Z.html,invalid_or_zero_price,,
Amazon India,Air Wick,https://amazon.in,https://www.amazon.in/dp/B0BD22B1RB,B0BD22B1RB,B0BD22B1RB,,"Airwick Freshmatic Automatic Room Freshener Refill, Lavender & Lotus, Lemon & Orange Blossom, Turquoise Oasis (250ml x 3)",Air Wick,,,,[],,,,,4.3,4,In Stock,,,2026-09-23T18:57:11.556549+00:00,search_q1_p1_20260923T184655Z.html,invalid_or_zero_price,,
Amazon India,Air Wick,https://amazon.in,https://www.amazon.in/dp/B013OU6U4C,B013OU6U4C,B013OU6U4C,,Air Wick,Air Wick,,,,[],386,154.40,,,4.2,4,In Stock,,,2026-09-23T18:57:12.101263+00:00,search_q1_p1_20260923T184856Z.html,duplicate_canonical_product,,
Amazon India,Air Wick,https://amazon.in,https://www.amazon.in/dp/B079RDJGJ9,B079RDJGJ9,B079RDJGJ9,,Air Wick,Air Wick,,,,[],419,167.60,,,3.9,3,In Stock,,,2026-09-23T18:57:12.101263+00:00,search_q1_p1_20260923T184856Z.html,duplicate_canonical_product,,
Amazon India,Air Wick,https://amazon.in,https://www.amazon.in/dp/B079RDPG9C,B079RDPG9C,B079RDPG9C,,Air Wick,Air Wick,,,,[],390,156,,,4.1,4,In Stock,,,2026-09-23T18:57:12.101263+00:00,search_q1_p1_20260923T184856Z.html,duplicate_canonical_product,,
Amazon India,Air Wick,https://amazon.in,https://www.amazon.in/dp/B079L68NLK,B079L68NLK,B079L68NLK,,Air Wick,Air Wick,,,,[],250,100,,,4.2,4,In Stock,,,2026-09-23T18:57:12.101263+00:00,search_q1_p1_20260923T184856Z.html,duplicate_canonical_product,,
Amazon India,Air Wick,https://amazon.in,https://www.amazon.in/dp/B013OU6XK8,B013OU6XK8,B013OU6XK8,,"Airwick Freshmatic Automatic Room Freshener Refill - 250ml | Summer Delights fragrance is blend of fresh white florals, sweet melon, and subtle vanilla| 2600 Sprays Guaranteed | Lasts up to 70 days",Air Wick,,,,"[""Amazon's""]",239,95.60,,,4.2,4,In Stock,,,2026-09-23T18:57:12.101263+00:00,search_q1_p1_20260923T184856Z.html,duplicate_canonical_product,,
Amazon India,Air Wick,https://amazon.in,https://www.amazon.in/dp/B079LGDTHV,B079LGDTHV,B079LGDTHV,,Air Wick,Air Wick,,,,[],250,100,,,4.2,4,In Stock,,,2026-09-23T18:57:12.101263+00:00,search_q1_p1_20260923T184856Z.html,duplicate_canonical_product,,
Amazon India,Air Wick,https://amazon.in,https://www.amazon.in/dp/B013OU6VN2,B013OU6VN2,B013OU6VN2,,Air Wick,Air Wick,,,,[],257,102.80,,,4.1,4,In Stock,,,2026-09-23T18:57:12.101263+00:00,search_q1_p1_20260923T184856Z.html,duplicate_canonical_product,,
Amazon India,Air Wick,https://amazon.in,https://www.amazon.in/dp/B079LBY4RM,B079LBY4RM,B079LBY4RM,,Air Wick,Air Wick,,,,[],257,102.80,,,4.0,4,In Stock,,,2026-09-23T18:57:12.101263+00:00,search_q1_p1_20260923T184856Z.html,duplicate_canonical_product,,
Amazon India,Air Wick,https://amazon.in,https://www.amazon.in/dp/B077BRTHZ9,B077BRTHZ9,B077BRTHZ9,,Air Wick,Air Wick,,,,[],160,65.31,,,3.6,3,In Stock,,,2026-09-23T18:57:12.101263+00:00,search_q1_p1_20260923T184856Z.html,duplicate_canonical_product,,
Amazon India,Air Wick,https://amazon.in,https://www.amazon.in/dp/B077BVBZK9,B077BVBZK9,B077BVBZK9,,Air Wick,Air Wick,,,,[],158,64.49,,,3.8,3,In Stock,,,2026-09-23T18:57:12.101263+00:00,search_q1_p1_20260923T184856Z.html,duplicate_canonical_product,,
Amazon India,Air Wick,https://amazon.in,https://www.amazon.in/dp/B07SLCJ9F4,B07SLCJ9F4,B07SLCJ9F4,,Air Wick,Air Wick,,,,[],489,660,,,4.5,4,In Stock,,,2026-09-23T18:57:12.101263+00:00,search_q1_p1_20260923T184856Z.html,duplicate_canonical_product,,
Amazon India,Air Wick,https://amazon.in,https://www.amazon.in/dp/B07SJ63LX4,B07SJ63LX4,B07SJ63LX4,,Air Wick,Air Wick,,,,[],507,660,,,4.3,4,In Stock,,,2026-09-23T18:57:12.101263+00:00,search_q1_p1_20260923T184856Z.html,duplicate_canonical_product,,
Amazon India,Air Wick,https://amazon.in,https://www.amazon.in/dp/B07SJ643YZ,B07SJ643YZ,B07SJ643YZ,,Air Wick,Air Wick,,,,[],500,660,,,4.2,4,In Stock,,,2026-09-23T18:57:12.101263+00:00,search_q1_p1_20260923T184856Z.html,duplicate_canonical_product,,
Amazon India,Air Wick,https://amazon.in,https://www.amazon.in/dp/B08123LC31,B08123LC31,B08123LC31,,Air Wick,Air Wick,,,,['Limited time deal'],199,40.61,,,3.6,3,In Stock,,,2026-09-23T18:57:12.101263+00:00,search_q1_p1_20260923T184856Z.html,duplicate_canonical_product,,
Amazon India,Air Wick,https://amazon.in,https://www.amazon.in/dp/B07SLCB99D,B07SLCB99D,B07SLCB99D,,Air Wick,Air Wick,,,,[],496,660,,,4.3,4,In Stock,,,2026-09-23T18:57:12.101263+00:00,search_q1_p1_20260923T184856Z.html,duplicate_canonical_product,,
Amazon India,Air Wick,https://amazon.in,https://www.amazon.in/dp/B08123W6LR,B08123W6LR,B08123W6LR,,Air Wick,Air Wick,,,,[],300,61.22,,,4.0,4,In Stock,,,2026-09-23T18:57:12.101263+00:00,search_q1_p1_20260923T184856Z.html,duplicate_canonical_product,,
Amazon India,Air Wick,https://amazon.in,https://www.amazon.in/dp/B0F5WL4QGL,B0F5WL4QGL,B0F5WL4QGL,,Air Wick,Air Wick,,,,['Limited time deal'],1319,131.90,,,4.2,4,In Stock,,,2026-09-23T18:57:12.101263+00:00,search_q1_p1_20260923T184856Z.html,duplicate_canonical_product,,
Amazon India,Air Wick,https://amazon.in,https://www.amazon.in/dp/B0BWD9GCXD,B0BWD9GCXD,B0BWD9GCXD,,Air Wick,Air Wick,,,,[],435,435,,,4.4,4,In Stock,,,2026-09-23T18:57:12.101263+00:00,search_q1_p1_20260923T184856Z.html,duplicate_canonical_product,,
Amazon India,Air Wick,https://amazon.in,https://www.amazon.in/dp/B078J43T9V,B078J43T9V,B078J43T9V,,Air Wick,Air Wick,,,,[],899,4495,,,3.8,3,In Stock,,,2026-09-23T18:57:12.101263+00:00,search_q1_p1_20260923T184856Z.html,duplicate_canonical_product,,
Amazon India,Air Wick,https://amazon.in,https://www.amazon.in/dp/B08JX59HVB,B08JX59HVB,B08JX59HVB,,Air Wick,Air Wick,,,,[],435,435,,,4.2,4,In Stock,,,2026-09-23T18:57:12.101263+00:00,search_q1_p1_20260923T184856Z.html,duplicate_canonical_product,,
Amazon India,Air Wick,https://amazon.in,https://www.amazon.in/dp/B0BZGSM26Z,B0BZGSM26Z,B0BZGSM26Z,,Air Wick,Air Wick,,,,[],435,435,,,4.3,4,In Stock,,,2026-09-23T18:57:12.101263+00:00,search_q1_p1_20260923T184856Z.html,duplicate_canonical_product,,
Amazon India,Air Wick,https://amazon.in,https://www.amazon.in/dp/B09NDQBZ7D,B09NDQBZ7D,B09NDQBZ7D,,Air Wick,Air Wick,,,,[],433,173.20,,,4.2,4,In Stock,,,2026-09-23T18:57:12.101263+00:00,search_q1_p1_20260923T184856Z.html,duplicate_canonical_product,,
Amazon India,Air Wick,https://amazon.in,https://www.amazon.in/dp/B077BR889R,B077BR889R,B077BR889R,,Airwick Scents of India Aerosol,Air Wick,,,,[],,,,,3.7,3,In Stock,,,2026-09-23T18:57:12.101263+00:00,search_q1_p1_20260923T184856Z.html,invalid_or_zero_price,,
Amazon India,Air Wick,https://amazon.in,https://www.amazon.in/dp/B0CCS5GN91,B0CCS5GN91,B0CCS5GN91,,Air Wick,Air Wick,,,,[],1029,102.90,,,4.2,4,In Stock,,,2026-09-23T18:57:12.101263+00:00,search_q1_p1_20260923T184856Z.html,duplicate_canonical_product,,
Amazon India,Air Wick,https://amazon.in,https://www.amazon.in/dp/B0F5WMPBX4,B0F5WMPBX4,B0F5WMPBX4,,Air Wick,Air Wick,,,,[],1319,131.90,,,4.5,4,In Stock,,,2026-09-23T18:57:12.101263+00:00,search_q1_p1_20260923T184856Z.html,duplicate_canonical_product,,
Amazon India,Air Wick,https://amazon.in,https://www.amazon.in/dp/B0BD22B1RB,B0BD22B1RB,B0BD22B1RB,,"Airwick Freshmatic Automatic Room Freshener Refill, Lavender & Lotus, Lemon & Orange Blossom, Turquoise Oasis (250ml x 3)",Air Wick,,,,[],,,,,4.3,4,In Stock,,,2026-09-23T18:57:12.101263+00:00,search_q1_p1_20260923T184856Z.html,invalid_or_zero_price,,
Amazon India,Air Wick,https://amazon.in,https://www.amazon.in/dp/B0F5WK9S9Z,B0F5WK9S9Z,B0F5WK9S9Z,,Air Wick,Air Wick,,,,[],1319,131.90,,,4.3,4,In Stock,,,2026-09-23T18:57:12.101263+00:00,search_q1_p1_20260923T184856Z.html,duplicate_canonical_product,,
Amazon India,Air Wick,https://amazon.in,https://www.amazon.in/dp/B07SLC82H4,B07SLC82H4,B07SLC82H4,,Air Wick,Air Wick,,,,[],636,929,,,3.9,3,In Stock,,,2026-09-23T18:57:12.101263+00:00,search_q1_p1_20260923T184856Z.html,duplicate_canonical_product,,
Amazon India,Air Wick,https://amazon.in,https://www.amazon.in/dp/B07MTQXXFM,B07MTQXXFM,B07MTQXXFM,,Air Wick,Air Wick,,,,[],435,435,,,4.2,4,In Stock,,,2026-09-23T18:57:12.101263+00:00,search_q1_p1_20260923T184856Z.html,duplicate_canonical_product,,
Amazon India,Air Wick,https://amazon.in,https://www.amazon.in/dp/B00QIVDY30,B00QIVDY30,B00QIVDY30,,Air Wick,Air Wick,,,,[],435,238.40,,,4.3,4,In Stock,,,2026-09-23T18:57:12.101263+00:00,search_q1_p1_20260923T184856Z.html,duplicate_canonical_product,,
